ExteriorDataLayer,ContainingLevelInstance,ActorLabel,NativeClass,Kind,OwnRuntimeDataLayers,OutlinerChain,CentreX,CentreY,CentreZ,Guid,SoftPath
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B41,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8151.4,-64568.9,3137.4,CF8BD0ED-4972-D106-6F00-1EB7AAF555DD,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7440FC02_1818040881
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B42,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8568.0,-64477.1,3137.4,FB048EA9-4DDC-852D-EA4B-F1B62581BE17,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7442FC02_2092378452
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B43,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8357.1,-64508.6,3240.1,285D8909-470A-BAB7-5B2F-95B1E0047D8C,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7440FC02_1845123883
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B44,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8356.8,-64508.7,3137.4,A4DBF227-4AE2-EE2B-2F06-C4B1A21F989E,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7440FC02_1919790886
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B45,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8782.0,-64473.0,3137.4,3DACEF4F-4A10-CC18-75A4-12B008CDA1B5,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7442FC02_2092371445
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B46,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",8782.3,-64473.0,3240.1,ADE3DA71-433E-3146-DB56-8E99F239709C,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7442FC02_2092372446
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B54,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12272.9,-58914.3,2412.6,0E5901E7-48B2-7B62-E31F-588EBE07CDD6,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F74690003_2067330325
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B55,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12272.8,-58914.6,2309.9,E88899CE-4CFC-30A1-DCF0-AEB5D12B4DE1,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1139264509
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B56,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12467.9,-58536.9,2309.9,63DEC76E-423B-B750-0B14-52AD7EB4FBF2,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1212052510
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B57,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12468.1,-58536.6,2412.6,1F34BB1B-44EC-DFD5-8C1B-B09F60119C54,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1212070520
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B66,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13175.8,-58089.7,2309.9,349064C7-40D1-303F-CBAA-ECA1B54C2EDF,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663158546
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B67,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13176.1,-58089.6,2412.6,34664423-42B9-C8D6-F4E3-6C87AAD7F4B6,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663158547
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B68,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12781.9,-58249.4,2309.9,C4E8670C-40A3-388A-4E5B-69A19D215D45,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663167557
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B69,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12782.1,-58249.3,2412.6,E9BFA759-4A73-A3F6-553B-DF83B6ED0A48,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663168558
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B78,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14558.1,-58835.6,2309.9,FF4BFA36-4008-CB85-D365-BD9B03051FC1,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769393568
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B80,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14558.2,-58835.9,2412.6,71BC26B1-4DD1-2ACE-E333-7E9F26EF6A16,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769394569
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B81,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14338.0,-58471.9,2309.9,8BCF666E-464A-0FCE-BA78-6CB35100C59C,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769404579
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_B87,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14338.2,-58472.1,2412.6,944F3E37-4398-5BBA-BBE5-2F88B4A08C82,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769405580
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A136,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12516.1,-59663.6,2238.2,3B2AC48D-4538-E236-1B59-3B8BE51B5758,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F74B30003_1769370471
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A138,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12350.0,-58715.0,2238.2,C5BE5803-4C6E-8BC4-E2E2-CAB072543492,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1212066515
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A139,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12350.1,-58714.9,2484.2,003760DE-47DF-2544-BE41-88BA283923AD,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1212069519
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A140,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12970.4,-58148.2,2238.2,234337FB-44CC-A2F7-86A5-4D93D3B93ECF,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663161550
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A141,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12970.5,-58148.1,2484.2,F3370C0B-46DC-5598-58CF-1BAFEEBB7545,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663162552
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A142,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12610.1,-58376.3,2238.2,C9B38C48-415E-A535-3A30-40BD22B8A163,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663171561
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A143,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12610.2,-58376.2,2484.2,536F6829-46FF-CF87-822C-08B4EAED5C1F,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663173564
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A144,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14467.8,-58642.0,2238.2,3EEA08F3-4FE1-3927-703A-DE84CEDFFD64,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769397572
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A145,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14467.9,-58642.2,2484.2,772A706C-4C44-8650-8483-70BE811CC1AB,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769399574
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A146,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14185.5,-58322.4,2238.2,1E24F2C6-4537-B614-5772-F693DC091C7D,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769407583
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A147,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14185.6,-58322.5,2484.2,E0132CE9-46E0-7A88-549D-FF9BC681943D,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769410586
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A148,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13809.9,-58119.2,2238.2,057D360C-45A5-AC5A-1ACD-F9972B6A6EF3,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769417594
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A149,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13810.0,-58119.3,2484.2,6DF0C10E-412D-8EB5-4798-A5BB2A58DEB1,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769420597
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A150,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13387.5,-58060.3,2238.2,BA2C0FBE-46D7-05B7-DD1F-87B5818A21C7,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769426605
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A151,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13387.6,-58060.3,2484.2,70B37D3D-4129-CC62-AFE3-12BF61EF5E9F,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769429608
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A152,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14623.3,-59040.2,2484.2,A49BE8DB-4BD3-E045-D21D-25BB2DE3C2F2,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746E0003_1540160316
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A2,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",18021.6,-67094.4,4814.0,6EAAD0BD-4C23-B2A5-2B9E-B98431BA63E5,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_0068EBA5C7B819C902_1620962238
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A81,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12272.6,-58914.3,2484.2,36B2BC08-4469-C80C-BAC9-89A36BD02CD9,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F74690003_2067331326
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A82,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12467.8,-58536.5,2484.2,C62DB71D-4E83-C470-3555-7B9EFA1147AA,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1212068517
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A83,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13176.0,-58089.4,2484.2,72BE7A93-4646-5835-5261-B988DE403568,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663159548
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A84,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",9905.7,-65018.8,3065.7,E3C52E3F-45A0-66EE-CD55-828E93D31771,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F7443FC02_1237433664
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A87,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12781.9,-58249.1,2484.2,8CBAD41B-497D-B2B2-FA44-9B8196679D25,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1663169559
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A90,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14558.4,-58835.7,2484.2,9E4175D6-40EB-DE9F-472B-F2B3A0ADEF85,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769395570
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A91,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14338.4,-58471.9,2484.2,0B5A8D42-4C89-93D0-A6B1-81A489977CCC,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769406581
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A92,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",14004.8,-58207.3,2484.2,3813F4B0-4F08-08C8-E6EE-EC854F3A3AA9,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769415592
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A93,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",13600.9,-58074.3,2484.2,36205B9A-4C2A-EDE9-0BF9-6E9212A578E7,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F746A0003_1769421599
DL_HM_EXT,LI_HM_Streets_EXT,SM_HW_VC_NewelPost_Boss_A96,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogsmeade > LI_HM_Streets_EXT",12103.3,-59460.3,2194.6,E81CAEEB-4132-FAC1-2233-F6AE65C8FE31,/Game/Levels/Overland/Hogsmeade/Streets/LI_HM_Streets_EXT.LI_HM_Streets_EXT:PersistentLevel.StaticMeshActor_UAID_905A08312F74730003_1560326208
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_1,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-8544.7,-26328.2,12126.5,4BB8817A-4A4E-7808-E881-DFA7BD959575,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86147C02_1793190994
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_2,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-8544.7,-26328.2,11914.7,3A70C4F5-4E91-6087-EF20-A49A56C11854,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86147C02_1791181993
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_28,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9734.0,-26418.3,11703.0,F03798FC-42B8-562D-F32F-28AFB21FF208,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898465592
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_29,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9734.0,-26418.3,11914.7,D4A02468-4F4A-B9B9-68FB-F4880907AEB9,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898466593
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_3,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-8544.7,-26328.2,11703.0,4B44EB8A-48DC-8F07-C3A3-C5A2F148EF5E,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86147C02_1781433992
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_30,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9734.0,-26418.3,12126.5,A56D1235-475C-9C7B-2FC6-3C85310E502B,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898466594
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_31,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9985.4,-26073.7,11703.0,481FF9C2-48A4-7F26-6330-B8AC7E6AB70C,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898470599
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_32,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9985.4,-26073.7,11914.7,5F0A5982-4B93-CB71-F36B-8F82B5FF03E1,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898472600
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_33,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9985.4,-26073.7,12126.5,6CFD74BD-44E9-929F-7535-84B09CBBCE7F,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898472601
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_34,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9908.6,-25642.3,12126.5,BE93F3A2-41D2-4BED-3656-34AC8E0BD7FC,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898476606
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_35,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9908.6,-25642.3,11914.7,AC382236-40E4-6F75-3B1F-43AAB8B75C4C,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898477607
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_36,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-9908.6,-25642.3,11703.0,12FD671D-4ED7-5EAC-C7E8-F0AB8A911B5C,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86BB8002_1898485608
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_4,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-8467.0,-25896.7,11703.0,69CB814B-47DD-DF26-3194-98B5A4F43E45,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86147C02_1827502999
DL_HW_EXT,LI_EntranceHall_EXT,SM_HW_Column_A_2M_5,StaticMeshActor,OV on actor, EXT inherited,DL_OVERLAND," > LI_Hogwarts > LI_EntranceHall_EXT",-8467.0,-25896.7,11914.7,B1D73294-45EA-F415-7883-54978E232588,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_9C6B0052BB86147C02_1827504000
